,followers
129,applee988
130,amandaslx
131,charis.ting
132,limeberryberry
133,azmina84
134,buddieswisdom
135,my_soul_is_lost_on_earth
136,roseshohoho
137,madi_in_sg
138,candiceshot
139,dazhamalikia
140,joellymay
141,floratedy
142,aliceneo21
143,sundaze052
144,icesalle
145,ranjanas_rainbowbagelry
146,valleri
147,breada212
148,mslovetoeat
149,missbrown_loves
150,nerdypewty
151,jesspjx
152,_xgrace
153,pecinelg
154,sweetfun1201
155,foodislifeorsurvival
156,mummy_of_aeo
157,linglingc03
158,pinktay1982
159,ellieatsss
160,59icycold
161,melodyjeanlam
162,85hy
163,zinarita1
164,scwbakes
165,dorcas_mxtay
166,lmhvien
167,ongnatalia
168,princeszqi
169,joeylaiminjoo
170,lurvesummei
171,_tracyteo_
172,estherlchng1983_
173,berry_i_ce
174,cel_kirei
175,staceychua
176,inez.wijaya
177,alicia_laww
178,joan_nariko
179,joyfuljoy2110
180,bigjay.smalljay.bbjay.minijay
181,bawalfarehaempire_cf
182,xvxxiviix
183,claudineljy
184,surrealistiquex
185,shuai.li_
186,elfanatic
187,shayneyyw
188,aileencsk
189,polkadottielicious
190,mrsxquek
191,pennnytan
192,syfashion_8591
193,quinmonster
194,hario_gembel
195,carellechoc
196,jaywhyz
197,hayleykong_sn
198,carolpeppy
199,sgpauline_han
200,williams.fxt1
201,kueeyen
202,mtsapola.com.sg
203,wifemom.life
204,gilt_goes_up_the_tree
205,boby.anjali
206,thebiscuitguru
207,favianlow
208,serena__leong
209,annavanticalopez
210,jaslynwang
211,zl_mayling
212,felogic
213,civilengineer008
214,linnie_abdullah
215,zeekingsley
216,love_520_wee
217,naturecrusader
218,hang_nguyen_nm
219,jewelryhistory
220,mijen24
221,wathy_7
222,shortiecaramel
223,obsessbybaby8
224,nuuur_qalbi
225,tressaluli
226,soffy301
227,feenot
228,suerayahs
229,dolphin_joeysg
230,peamamaaa
231,muhassanah.official
232,rashidah_radin
233,bhavaniichandraa
234,michellebeehive
235,ceige90
236,sheetal.rai
237,ilovebunnynet
238,amandalicion
239,jenfoong2002
240,lovellyu16
241,mayakarey
242,abelle.rui
243,azzahfariha
244,tusshara
245,nuniksugiarti
246,suhailahdanial
247,mshangry
248,diary_crystal_tourmaline
249,chenwongweichen
250,afc6533
251,beadsby_claire
252,szzz1980
253,ailinhuang98
254,sun_hng
255,zaahira08
256,jass._.j
257,minwong1988
258,jeankolov
259,missyouuu
260,jonetbt
261,bandmoll
262,pinkelephantengrams
263,nightingalebeeyean
264,cantabile5575
265,megawati_ab__rahman
266,tracyliuhj
267,raiya.darling
268,josiaandingi
269,nikchia
270,michietingz
271,yl.sim6668
272,christinekoong
273,carmenchan5555
274,iyis
275,wenndarella
276,_lyan.alias
277,debbieh813
278,sheikhnora
279,santhiyamarimuthu
280,norfaazahyacob
281,platesofgucece
282,giegiehashim
283,iamissclingy
284,fashionparis.2022
285,alon_avinoam_diamonds
286,kyckakycks
287,immichiie
288,katealanralph
289,summer_fashion_wear_
290,queenie_veron
291,adelineghy
292,missyevelyn
293,amyyliiaaleoking
294,shanthorie
295,halalfoodtrailsg
296,chan_yiwei
297,lijuank
298,shir_pang
299,buffytheshihtzu
300,ziny.h
301,ae_ryne
302,cupofflorals
303,jocelynwong15
304,batsyea
305,marissadestinyhky
306,nazmasduki
307,saffygreenfreak
308,kopiwithaview
309,asmidaithnin
310,qinqin.sun.5
311,zhan830225
312,stellavangoh
313,shekeen_05
314,nickyhaya_valentinorasiken
315,farhanah2112
316,grace_pui_pui
317,agn7889
318,elee1382
319,jassiefaeling
320,amp_exxy
321,jenztay
322,sheilachew
323,justrunmissy
324,s_inalah
325,charlottesien
326,kylineng
327,karenseah
328,szestobte
329,meli.grams
330,farah_adibah_adnan
331,belleserenebelle
332,charl3n3tham
333,faithdababie
334,nowellii
335,i_am_celine_choe
336,koh_jenny
337,jocelynjoc
338,hazely
339,margieez
340,tsandra303
341,queeniemamabee
342,doratan88
343,juliajoy2020
344,paulinejuzmd
345,veemellina
346,ofialx
347,preeyahr
348,myigofficial18
349,the.little.souq
350,nads.nabs
351,nurelliyana
352,tobisympel
353,pearlyang410
354,bunda.ayman
355,kafstwenty
356,elle.dmaaq
357,zudexandra
358,tinq2202
359,misschievous_m
360,nikhag_1985
361,ernadaugaviete
362,nekone_nekyo
363,pg_hjh_norsalam
364,rosnimai
365,123bujiteri
366,gladyslimmm
367,amyleegeorge
368,nanda19z
369,kimkcreations
370,susuen82
371,lil.puff.amanda
372,liauaji.figures
373,daddydrives
374,keefee97
375,annie__ng08
376,esthergoddess
377,beautigloemporium
378,wayneningg
379,skycat1303
380,zan_kwa
381,yilianfoo
382,xianlaki
383,yvonne_lim_lf
384,shulinloh
385,misswileen
386,buddhamercy
387,ypellie
388,fionnaluvbrand
389,crystal_muhlis
390,_blxck_spxce_
391,kristinthc
392,alibabe06
393,geannie.wanders
394,vonnederful
395,nvralba
396,3_fatty_princesses
397,qinqin459
398,allthattea123
399,putitinanadsack
400,gna.29
401,soeraksan
402,nalife22.9
403,dhiakatie
404,farhanshifa
405,_sitialawiyah_
406,adlin_shm
407,germainecps
408,eyeshahrahman
409,marinamohd
410,khansurattee
411,stellastels
412,_sharmilla
413,nr.noirmerlot_
414,fara_rahman
415,babyechoco
416,farandmar311
417,mai_thebrownlady
418,lananh6833
419,ceylon_thaj_gems_
420,raghav_rajsoni_official
421,al_harithi_jewellery
422,bullock1410
423,masoomagems
424,deuslapisjewelry
425,tankfinegems
426,whimsical_destiny
427,jesscan_chan
428,lwskingka
429,thesunisverybright
430,teominmi
431,comfy_miao
432,aintohar
433,jekjek8787
434,jialinntan
435,mrsngmissyeo
436,huilinggrace
437,sanz_ng
438,samantiseptic
439,auvelle_grandma
440,plim16
441,iryn_0912
442,dorislim232
443,theresalentok
444,mrxmrsxad
445,y_lin10
446,mtserene
447,ezanetan
448,candytingchan
449,thewilsoncollage
450,jia_house
451,kelly.ang85
452,christinasingapore
453,kuay22
454,noaaaahjohnson
455,weeezz_
456,xueweibimba
457,bondaputeriputera
458,suxuan_audrey
459,cdlimab8
460,mizz_mochauruzz
461,hellolol239
462,joeyahchoo
463,littleresinbee.my
464,phyunkyung
465,originalchiffondreams
466,missycherryapple
467,noven2004
468,nsiying
469,chriscrystal_charms
470,feiegav
471,kcluvhk
472,zhongyang88
473,xinzi_04
474,tsubasaloves
475,cutiesun
476,saradha_1312
477,iola_0709
478,foodmakesmyworld
479,marypatriciagenoardyer
480,bananalee
481,aqsg
482,edwardriverao
483,noremaabdulmajed
484,h_sally
485,cheryl_weixuan
486,jannah_radzi
487,suhanohri
488,izyteh
489,tiaptiapwithsoph
490,omg.lavin
491,rrbeads.bn
492,leoleo_688
493,irahbeauty_sg
494,amyyean
495,vanvanessaaaa
496,ubatsihat.tinggi
497,eightstrands_bylinda
498,aqilahhn
499,faery_daa
500,syahira.khidzer
501,__julesazrin
502,davidaandrei
503,craftgoldy
504,crafter.camp
505,__shira24433
506,blissfulblythe
507,lesleyvche
508,cavilla_official_store
509,queridaqthecat27
510,julianazohari
511,nasigemuk_mabes.sg
512,thezgwynnes
513,sookjen_goh
514,auralogick
515,por.rusdin
516,yourstrulybexy
517,syasya_na87
518,misosiloo
519,mar_merl
520,nancyteo1809
521,angelina_anne25
522,ellyasniza
523,mamaluvs_imalridas
524,hhwb4991
525,vickylhy
526,joyzxu
527,khooxy
528,bluebell_von
529,zetarina
530,shanchio
531,royce_racht
532,azzahnoor
533,sbirbs
534,bbbreloke
535,lin_abdullah
536,eileenhui
537,iamshuhuang
538,getzinged
539,carynjyuin
540,pandorahmb
541,angiehermann
542,car_of_hub_11
543,xxmichlovesxx
544,sin_sks
545,hasha2168
546,hjhnurasmahjhmshyon
547,ah_jchun
548,jas.0612
549,kamilleidasingh
550,panida3207
551,safi_gems_palace
552,zaidharoon_realestate
553,joywoooo
554,qiqiclaire
555,stephanie.on_tour
556,mourninqdove
557,tian_phiephie
558,hoklliw_willkoh
559,joycelee7799
560,emcase_sg
561,kantik.sg
562,lchungwe55
563,shinx_tutuma
564,meiwei.ngbw
565,patlim_realtor
566,aparna.prav
567,vajzameperl
568,belovednise
569,nanaleetan
570,jaharaali
571,heevad_gems
572,yangsen.sg.shereen
573,horikitaaaa
574,amberbalticjewellery
575,murnyaqila
576,xinying.ho
577,sri_hsu.ts
578,adelinetan1313
579,khloves
580,mohitjewels7
581,emily.gwee
582,rubychay20
583,darrenlow99
584,heybeaspoke
585,ydnew_lim
586,chrisatel
587,mintessential
588,judyliu203
589,ateliersdegeneve
590,firnifume
591,11miniberries11
592,marilyntml
593,wleung2006
594,white_lotus_esthetics
595,asassyflorist
596,garfield_tiiee
597,qibtcrystal.kura
598,leen2b
599,mizuki_yu
600,crystal_wholesale_yi
601,applesareredd
602,privcxsd
603,spectrolite_crystal
604,charlyn.l
605,ginee_a
606,ch.oochoo
607,rachel_yunnn
608,licialim08
609,lifeabitchhhhh
610,lipiing
611,qkddudgp
612,mamisme
613,von_tress
614,kokiinshenzhen
615,iamsocurly
616,misslepetite
617,gracie3e
618,cheryyllltiing
619,xy_1883
620,anc_nee
621,alyskitchensg
622,manipurity.uk
623,flowersforshu
624,debbiexieying
625,vivian_lv_singapore
626,stella1303
627,_edward_612
628,jorelleaxy
629,jemz.sg
630,riya__21334
631,heetwist
632,zhyzhyzhyzhyzhyzhyzhy
633,kellytay08
634,jordanbeeston
635,pebbleham
636,qiyinn
637,akinabaloo
638,87luvlee
639,esn_nyl
640,peksammi
641,renx.lianne
642,elkyee
643,sandrawongmei
644,leegekcheng
645,monochromecows
646,formypurselove
647,oliloke
648,yulinxinjie
649,momoko_pinko
650,sharkkie_17
651,melchen86
652,kell_kellyn
653,hlloveshopping
654,thehungrysistas
655,tnjlow
656,teo_teresa
657,delinrious
658,zxmei0505
659,adeline_piggy
660,iamlo0ng
661,joza.mnl
662,yangsen_sg_teamcrystalfrost
663,catherine.qing
664,saleha6139
665,nitaya87
666,jazz_lim_00
667,fannyqin
668,wenhan1081
669,toyyen_rent
670,imblessed925
671,babysweetidah22
672,twinkleglint
673,happi_daz
674,winzchng
675,whimsical.gems
676,ysrr0320
677,chumari08
678,nura_cla
679,axlcs
680,ommadino
681,ong.clau
682,liiilly.c
683,jiahui11111
684,mariesoh
685,imsiewhai
686,dai.jiawen
687,joceyonholiday
688,xshinlala
689,cathyryney
690,littlemisslittledydy
691,jj06
692,estwoo
693,limplp
694,withmyredbandana
695,meowsaysqueenb
696,hana_cj.sam
697,alsk72
698,adnil_nala_ococ
699,chubster
700,suspensionsyndrome
701,mineralstonefamily
702,leo_crystal1
703,eunisehwy
704,the_gems_store12
705,czfs
706,chitu25091979
707,chitzrar
708,worldoffountain
709,suhwachew
710,_youyue_
711,gem_dealz
712,chrystellau
713,bigbigwing
714,neelie_c
715,yancantcook8
716,diamond_dust9
717,yjzvon
718,hyce211
719,mengyee
720,felicia_tyo
721,manlingleow
722,theangstymama
723,thevirgorabbit
724,shaomeil
725,crystalstone_natural
726,bloomlover
727,blackwhiteyuki
728,nrmlhyns
729,ms_jpace
730,ong.alicia
731,isjustmechar
732,wisteria.petal
733,lyntanlc
734,sihualim
735,pppaatriciaaaa
736,gen.xw
737,classy_crystals_wholesale
738,sewfisticatedsg
739,serenemcc
740,sgwomenhealth
741,spideeyz2202
742,crystal_stone_agate_seller
743,taycelest
744,ann_kwan6218
745,kwekahgirl
746,sbjewels33
747,eynapedrera
748,professionaldigimedia
749,thewyndilady
750,gemystry
751,michliowlove
752,jacarandasz
753,aliciaxdreamer
754,jtsh21
755,milestonelove
756,faalicious
757,missyidao
758,patriciaxhm
759,serraine
760,cutiepie_t.t_2.0
761,berber86
762,spiritualcrystalhealing
763,mint.eve
764,crystalcloud1533
765,sunfeifei658
766,kullerslite
767,infi_nitecrystal
768,handmademagic67
769,jeraldineljx
770,iwondatravel
771,gone_with_the_windsss
772,i.l.3.a.n.a
773,victorleeml
774,onghappyforlife
775,scenteco.co.uk
776,ellure_mywowodiary
777,sophiahxt
778,justmaozaiwang
779,emily_yeo83
780,graceycutie
781,marialasner.5
782,kellylyhere
783,hoolahco
784,intricatenatur3
785,love.jujux
786,michelle_mili
787,mlifememories
788,chloe.yh
789,hello.miss.kfc
790,sandralim_
791,vvvvvvvic_toria
792,yvonne.2929
793,hernamegera
794,jinglebellqqq
795,beautykchanglimpse
796,xmatcha_lover
797,edwe
798,kaethygoh
799,desi.gntings
800,terencewhatever
801,xiaoninger
802,snowmoonpie
803,ginniee87
804,qymama23
805,oawn
806,happiesparkles
807,kimxbby__
808,fetotss
809,xenpuff
810,jxlxksth
811,mommyheng
812,jowee81
813,iris_de_eclat
814,gemstone_supplier18
815,lele.thepom
816,pearljewelry_enthusiast
817,seahsl
818,jesslin.i.m
819,wendyism.thecrystaladdict
820,sharmila_nandu
821,yvaine_teo
822,keberon
823,ginwang
824,carrebearrrr
825,jantan08
826,qingyi85
827,glitter.glam.gems
828,haowan.sg
829,karlaaatavares
830,blackforestluv
831,meeyeoyeo27
832,connie_simgs
833,nia_anggoro
834,amazinghomestorysingapore
835,angel_tmx
836,mskrisli
837,deespsandy
838,amberglow89
839,alamin.25
840,jenzhing
841,gingertempe
842,omidhsdvdjx
843,ellure_annayeo
844,6iscuit
845,gekhuangkoh
846,kangpy
847,action.star
848,w.w.c.808
849,__c_k__x_w__
850,luxebagspillow
851,ronaldckt
852,itsjust_clare
853,shannon.ong
854,san_teo_melody
855,lychee.makeup
856,stardiamond99
857,w66951012
858,garimasethi
859,julie9816
860,huilih
861,muimui88.ng
862,karen.kwok
863,xx_yvonne.c_xx
864,donald.ng.560
865,eesterpixiess
866,woofwoofyyyy
867,namie17
868,miche_yn
869,fernnguiiy
870,xstrawberriex56
871,lenatang4
872,soul_happyyy
873,nainajanica
874,kangnevine
875,kellsy72
876,dazzlinkz
877,rakhis17
878,amychnglh
879,ec8ng
880,amritabakshi76
881,5moreminzz
882,pinklady3118
883,bthchan
884,kal2bee
885,gyen2000
886,alfineth.0710
887,zennsoon
888,serenatansh
889,joyzweew
890,ivy33
891,iamjcbb
892,heartsoffaith
893,tissue___box
894,qalishapeh
895,wendyh_xy
896,x.huiii.x
897,aierkang
898,joannelpl1612
899,chief_mum
900,symphoniennovy
901,anniehengproperties
902,hweeecheee
903,xxchellelovexx
904,mundahh
905,huimpan
906,slimwithyangsen
907,just9_jewelry
908,lynntan_says
909,beauty4you77
910,shine_gemstone19
911,que.seira
912,maymei_mm
913,easyfunbuy
914,timmytot
915,serene3636
916,mamaaisyah1981
917,beaux_charmes
918,debbiej
919,evejol
920,krysaliis_crystals
921,lainieyong
922,gcrystalstone
923,heng.angie
924,reji_ngsp
925,yimin.evelyn
926,hiimsh3
927,ozair.smita.zaira
928,zsa_said
929,july18hoards
930,michiechoo
931,seryline5616
932,olivia_91486
933,christine.k.a.m
934,ladyyrynn
935,lawnlawn95
936,thejoyrecipe
937,jasmine.chialt
938,wendychc143
939,gemstone_jewelry_crystal
940,thehappyprojectekj
941,emilymini91
942,heyiamtingg
943,agnescheng33
944,charchareventco
945,aw_nicole
946,mama.steps
947,zzhizzz
948,smitten.bijoux
949,kerhuiwen
950,zinkylew00
951,saintgarden.tw
952,beyounique_co
953,jenny_love_eat
954,ahlibababas
955,wendybriseis
956,that.janedoe
957,gayathri_praveenraj_
958,rllee
959,inlovewifgems
960,al_gemstone24
961,coco_qi_001
962,renee.tsk
963,iris.icy
964,positive.vibes365
965,minerva_crystals
966,iinsanityy
967,faithnnorev
968,peg.tan
969,anna_bellll
970,betchay1201
971,pretutgrapes
972,gwendolyn_ysl
973,cindyj0214
974,jessissuchaness
975,let_it_rain_cupcakes
976,a.pyq_
977,wan_zh3n
978,siewzzzz
979,zanwz
980,darlynntan
981,evileugene
982,simbinbin
983,turtle6power
984,swishluck
985,missyxiaona
986,neosaybin
987,yeye_ym
988,queenabbie
989,beckyyanyeelee
990,whitney_914
991,katheriine92
992,vivianmok_
993,leiame.co
994,enstories.co
995,sora.lovingyoga
996,ccaandicceee
997,hamilahsueb
998,fionzfated
999,elizabethpoong
1000,stephanyabee
1001,hanierren16_
1002,ghi.nee
1003,its_shzxcna
1004,rl._ng
1005,angelbacalso
1006,shyestradapesanon
1007,caoimhelri
1008,ermagargolesseruela
1009,itsme_breey24
1010,inchang234
1011,barbiedeloso
1012,afaf.bawazier
1013,cristina_caridad
1014,alieee__eee___
1015,meow_meow.bich
1016,catiptrn
1017,remy122
1018,precious_geil22
1019,sweetredcardigan
1020,kristelmonillas
1021,wannah_be_super_b
1022,margottorremucha
1023,issaesworld
1024,michcainong
1025,clarissee_23
1026,karena_1298
1027,xiaoyunzi
1028,nuynixxinyun
1029,serenect
1030,s_pang_12
1031,lorine.lim
1032,lynn_lynn84
1033,am.i.amy.tay
1034,tiwikiwi
1035,iam_sa_82
1036,irnotfunny
1037,gwyny
1038,miyavbi
1039,whatelselah
1040,catsinhui
1041,bubblyrain
1042,bbfel
1043,arizo2002
1044,farrahfaith
1045,lyeailing
1046,yangsen_with_et_sg
1047,getowtgracia
1048,karineinmontmartre
1049,annie68lim
1050,lyn.marshall.77312
1051,belleathome
1052,s_ash_a02
1053,aarbelle0402
1054,bright_rosecuts
1055,x_iceee_x
1056,kitwanlai
1057,chiang4099
1058,m.dhivya99
1059,istime_fa
1060,prettyshaiii_
1061,fahrini_nong
1062,shannoncyt
1063,jinyueee
1064,perscillia_chin
1065,madgame84
1066,iamkat29
1067,seetohst
1068,pekoeprojects
1069,_baileychai_
1070,mrcnxx_
1071,nadiahnewsa
1072,sarangfebe
1073,ahnedanazid
1074,chaowei8898
1075,mumsgather
1076,seahpy
1077,iruka_naia
1078,hellolemonnnnnn
1079,jeniferrtan
1080,elys.mae
1081,leahkimchi88
1082,rzlynn
1083,yokelai13
1084,lyn0403
1085,ky_le_ne
1086,mheka_duran
1087,yeomingli
1088,pingyulovables
1089,jm.orquiola
1090,blueysnow
1091,allaboutclare
1092,natashaminnie
1093,cklimcarol
1094,enerihep
1095,charissagoh
1096,weilinniliew
1097,jinyeng
1098,arkann.jingyng
1099,_t_c_6
1100,serena_the_fortress04
1101,ohmnification
1102,jewelmazed
1103,kristlp08
1104,chua0483
1105,ycc_julie
1106,mng.mandy
1107,paulynntay
1108,qu33n_bambi_wonderland
1109,gemstones_king
1110,gemstone.atelier
1111,vivianahw
1112,gemspolished
1113,nak3db33r
1114,jardin.cystals
1115,eelynn79
1116,baby.e.d.t
1117,pauline_kin
1118,furristica
1119,mellow.chain
1120,jamiezhuo
1121,carolinalim
1122,sg_bee_me
1123,_offdutyarsonist
1124,chowaili
1125,stone_jawelry
1126,gem_and_ring
1127,thebeaulife.co
1128,elyndaleow
1129,janicehoyl
1130,howyinjin
1131,xuanhearts
1132,leannee_0105
1133,abbygan
1134,fonda_bliss
1135,juvette
1136,huichien
1137,supplier_crystal_healing
1138,yingx2lau
1139,tayhuishi
1140,jmieaang._
1141,pinktwinklestarz
1142,xoxo.wintermelts
1143,leefer123456789
1144,i.love.r.a.i.n.b.o.w
1145,devonlau
1146,nxyd
1147,priskee
1148,blessedwee
1149,mmarilynchan
1150,al_qarni119
1151,o2tangirene
1152,21cnbeads
1153,jaysdg
1154,niyamasantosha
1155,carmenleongs
1156,cheerinotes
1157,ohhelloyenn
1158,danii
1159,peiqibutterfly
1160,x.ennaxor.x
1161,bigbluething
1162,molokobliss
1163,bubblesanglee
1164,kuankuan05
1165,jlwh240911
1166,jennxxjiang
1167,rararaaaxx
1168,holicky
1169,law.felicia
1170,covetcrystalsjewelry.us
1171,gbbz7177
1172,c_ong.c
1173,jgn_p3
1174,michikoe99
1175,hippyrolly
1176,xoxochermaine
1177,vanessa_yong88
1178,angelico_su
1179,ashleyhjalu
1180,raghav3112
1181,wendypeaches
1182,trinanana08
1183,mahirahmahid_
1184,moon24amy
1185,instinctive84
1186,innashumskiy
1187,nardijes
1188,vivianxuanyun
1189,rosasamaxie
1190,salon.harajuku
1191,jeanlynettelee
1192,n_q_d
1193,sam83ccy
1194,maori_85
1195,goh_candice
1196,shiyunmitchelle
1197,cectpaxyz
1198,alikkacrystals11
1199,sager_dae_2091
1200,jjangmwks
1201,littlebluezz_meiyee
1202,oudganics
1203,noelle.ljy
1204,sh.op_97
1205,teo.wilchin
1206,ooh_ssim
1207,misartep
1208,whimsical_luv
1209,cheryldesiree
1210,preteabeaverton
1211,fjolyn871
1212,zmelz
1213,judywonglee
1214,elle_tsenkj
1215,cheenapok
1216,estherteo569
1217,jbliss62
1218,piahassaram
1219,joannechengaia
1220,val_2m
1221,1925.creations
1222,s.h.i.r.23
1223,iananbb
1224,wintergems.co
1225,marukovivian
1226,upgradelifestyle.fun
1227,shoppadoodle
1228,everydaymama.co
1229,fortunemew1910
1230,being.the.jazzy.jaz
1231,styh2001
1232,tamaratijerino
1233,pearlietan_ww
1234,harni.kay
1235,queenofcrystals.1
1236,bebe_ufo
1237,loveloveireneirene
1238,summerrainlove
1239,cakeboxsg
1240,ngkhelene
1241,ovalgems.co
1242,iamrubygracego
1243,thebeautifulsands
1244,yenifa988
1245,blackholecrystals
1246,namigems
1247,hercrystals_
1248,thedollo.o
1249,honeycreative___
1250,justyupigirl
1251,kitty_610
1252,cherylp_xoxo
1253,takemypulse
1254,nicole.bubbly
1255,twinkl3zzz
1256,oli_oliviaz
1257,serenabsl
1258,luisaemmafurs
1259,lianghuisi13
1260,jamievenclaris
1261,lbhhcrystal
1262,junyee.x
1263,jasabellechai
1264,sonialeeeeee
1265,winny.is.me
1266,mweiling
1267,ginlala17
1268,sharlalalalah
1269,karintsl
1270,5hihui
1271,ninjaamummy
1272,samyjo70
1273,nana_ken83
1274,pcmonleo
1275,cheza1018
1276,dillsmohdali
1277,esthetine
1278,liuzhirui
1279,corinchua
1280,westspur
1281,serene135
1282,wong_joey79
1283,hunnybiz
1284,jinhui21
1285,carolboogiebabe
1286,niniashalvin
1287,grace.teo.1213
1288,missy_b8_
1289,chanjianhui1991
1290,ggerkirome
1291,joceelynnntann
1292,siowhuichoo
1293,mstongshui
1294,gerlimmh
1295,qy_von
1296,lokegrace
1297,happie.soh
1298,weitingong
1299,wyski.woei
1300,thequeentroubles
1301,curlie17
1302,jenniewong1762
1303,the.fayes
1304,cloverstars
1305,connectatchris
1306,cabochon_suplier
1307,ariesjoyce
1308,amandalauyl
1309,bless_en_we_le
1310,landylw
1311,cnglavender
1312,ngo.s.jen
1313,i_lead_my_own_life
1314,echo.life.marches.on
1315,gracesohbh
1316,naturalcrystal26
1317,daimowmow
1318,christinapen
1319,chasing_corazon
1320,shantillemin
1321,joleen.heng
1322,karenhwj
1323,carol_cwt
1324,khoagnes
1325,chenbaoling
1326,lk1733
1327,gyweefen
1328,meikiml
1329,doubleyouzee
1330,ngcandy
1331,natashascottmasterhealer
1332,lizmok80
1333,olaharlin
1334,crystals_ocean21
1335,mimosa24
1336,sugarbelle22
1337,sheisaworkerholic
1338,yenlim__
1339,ilove2shops
1340,paulwong81886655
1341,icedcooly
1342,ann_kwek
1343,cherry.winxx
1344,shungite_stone
1345,asocietyeditor
1346,gemstone_crystalsale
1347,ye.vanessa
1348,eeunicew
1349,detoni76
1350,simplybnette
1351,tan.vernice
1352,rena_limweiqi
1353,listerine6668
1354,blackswanlakequeen
1355,spng.chua
1356,c0rde
1357,miss_bibi
1358,papernothings
1359,jia.jlet
1360,selina_love_bob
1361,kimsyammykitchen
1362,chris_gemstones
1363,emilyowyong
1364,sisonpathy05
1365,xjiahuix
1366,dear.obachan
1367,cheemralino
1368,canniebao
1369,sarah.tan.3194524
1370,jessie.wan8
1371,isitahorror
1372,verde.sq
1373,nghuichin
1374,pixie7770
1375,keigem.co
1376,ginatacklesyoga
1377,crissylllim
1378,veragerbera11
1379,rachelleekee
1380,apparentlyy
1381,phyllis3ks
1382,twiks82
1383,tang.xinxing
1384,daymond_love
1385,indostone_
1386,augustinecck
1387,meiling1982
1388,mizzymiu
1389,sunitasueleng
1390,huiee87
1391,nithijay
1392,coupleringsofficial
1393,strawbeeryncream
1394,juneeqii
1395,junelows
1396,choon_leng
1397,natacococrunch
1398,kendra_cxy
1399,albert_lim86
1400,sunrise_28x
1401,gerbb9
1402,sansan_zeng
1403,richcrystal_id
1404,jngyvlr
1405,helloserynn
1406,magemomma
1407,narastoneart
1408,enirac2004
1409,comeandseesg
1410,ksimin
1411,goldieboy_goldiecox
1412,cinderic
1413,itssocool_99
1414,opwmedia
1415,bellissimoglazebygurleen
1416,angelus_g_grocer
1417,boeyjessie
1418,skandsons7
1419,nuitabol
1420,stephxlj
1421,tinatan3019
1422,neohuikun1978
1423,ollieng
1424,bluegemsbaby
1425,feliciaa88_
1426,maskedbeautifully
1427,devoted_toyou
1428,jodivastiliev
1429,novita_gemstone
1430,bf.faith
1431,mybabypang
1432,creamudon
1433,rubylps9657
1434,agatenatural_
1435,aimullahcrystals
1436,kiewtieee
1437,yapleeteng
1438,yangsen_carolyn
1439,cindychann_
1440,behappy2628
1441,crystals.shop_gemstone
1442,jimary
1443,lovewellconstancecadence
1444,i_am_ylm
1445,traveliciouswongs
1446,jessytay0909
1447,stacey_qi
1448,jewelry_stoneshop
1449,jigar.mody227
1450,sukabumi_stone
1451,caramellobelle
1452,jessicalumms
1453,lim.s.y.j
1454,starla_nana
1455,bighead1313
1456,errchan
