,index,date,caption,comments,likes
10,10,2022-03-07 12:25:03,"✨Best Selling Career Bracelets✨ Earthy | Darker Tones

1. Zelda * Black Rutilated Quartz 
2. Adrienne * Phantom Quartz 
3. Gaia * Seraphinite 
4. Hera * Phantom Quartz 
5. Venice 2.0 * Phantom Quartz",3,83
11,11,2022-03-01 04:12:34,"𝟏. 𝐁𝐢𝐬𝐪𝐮𝐞 (𝐇𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬, 𝐂𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 𝐚𝐧𝐝 𝐋𝐨𝐯𝐞) 🌈

𝟐. 𝐎𝐜𝐞𝐚𝐧𝐢𝐚 (𝐂𝐨𝐮𝐫𝐚𝐠𝐞, 𝐂𝐚𝐥𝐦𝐧𝐞𝐬𝐬, 𝐏𝐞𝐚𝐜𝐞 𝐚𝐧𝐝 𝐇𝐚𝐫𝐦𝐨𝐧𝐲) 🌊

𝟑. 𝐄𝐥𝐥𝐞 (𝐇𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬, 𝐖𝐞𝐢𝐠𝐡𝐭 𝐂𝐨𝐧𝐭𝐫𝐨𝐥 𝐚𝐧𝐝 𝐏𝐨𝐬𝐢𝐭𝐢𝐯𝐢𝐭𝐲) 🍀

𝟒.𝐃𝐞𝐧𝐚 𝟐.𝟎 (𝐂𝐚𝐥𝐦𝐧𝐞𝐬𝐬, 𝐏𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐆𝐫𝐨𝐰𝐭𝐡) 🍩

𝟓. 𝐂𝐚𝐦𝐢𝐥𝐥𝐲 (𝐏𝐨𝐬𝐢𝐭𝐢𝐯𝐢𝐭𝐲, 𝐏𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐋𝐨𝐯𝐞)🌺

𝟔. 𝐀𝐫𝐢𝐚 (𝐋𝐨𝐯𝐞, 𝐒𝐭𝐫𝐞𝐧𝐠𝐭𝐡 𝐚𝐧𝐝 𝐂𝐫𝐞𝐚𝐭𝐢𝐯𝐢𝐭𝐲) 🌸

𝟕. 𝐌𝐢𝐧𝐭𝐲 (𝐋𝐨𝐯𝐞, 𝐖𝐢𝐬𝐝𝐨𝐦 𝐚𝐧𝐝 𝐖𝐞𝐢𝐠𝐡𝐭-𝐋𝐨𝐬𝐬) 🎀

𝟖. 𝐒𝐚𝐧𝐠𝐫𝐢𝐚 (𝐏𝐚𝐬𝐬𝐢𝐨𝐧, 𝐏𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐨𝐧 𝐚𝐧𝐝 𝐋𝐨𝐯𝐞) 🍷

𝟗. 𝐋𝐢𝐥𝐢𝐭𝐡 (𝐏𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐨𝐧, 𝐆𝐫𝐨𝐮𝐧𝐝𝐢𝐧𝐠 𝐚𝐧𝐝 𝐆𝐫𝐨𝐰𝐭𝐡) 🖤

𝟏𝟎. 𝐅𝐚𝐧𝐭𝐚𝐬𝐲 𝟑.𝟎 (𝐂𝐚𝐥𝐦𝐧𝐞𝐬𝐬, 𝐋𝐨𝐯𝐞, 𝐇𝐞𝐚𝐥𝐢𝐧𝐠, 𝐖𝐢𝐬𝐝𝐨𝐦) 🌈",6,163
12,12,2022-02-22 14:15:17,"🔥𝐌𝐢𝐝-𝐖𝐞𝐞𝐤 𝐅𝐥𝐚𝐬𝐡 𝐑𝐢𝐧𝐠𝐬 𝐒𝐚𝐥𝐞🔥
𝟐𝟑 𝐅𝐞𝐛 | 𝐖𝐞𝐝 𝟗𝐩𝐦
𝐏𝐫𝐢𝐜𝐞 𝐃𝐫𝐨𝐩 𝐟𝐫𝐨𝐦 $𝟐𝟓+!

🌟𝐁𝐎𝐍𝐔𝐒🌟 𝐏𝐮𝐫𝐜𝐡𝐚𝐬𝐞 𝐚𝐧𝐲 𝟑 𝐫𝐢𝐧𝐠𝐬/𝐞𝐚𝐫𝐫𝐢𝐧𝐠𝐬 𝐚𝐧𝐝 𝐫𝐞𝐜𝐞𝐢𝐯𝐞 𝐚 𝐉𝐒/𝐋𝐕 𝐉𝐞𝐰𝐞𝐥𝐫𝐲 𝐁𝐨𝐱

*𝐍𝐞𝐰 𝐏𝐡𝐚𝐧𝐭𝐨𝐦 𝐐𝐮𝐚𝐫𝐭𝐳 𝐑𝐢𝐧𝐠𝐬 + 𝐒𝐚𝐟𝐞𝐭𝐲 𝐒𝐭𝐨𝐜𝐤 𝐑𝐞𝐥𝐞𝐚𝐬𝐞𝐝",3,54
13,13,2022-02-21 11:17:53,"🌊Irie🌊
$89.90

Kyanite (Bead Size Display Size 15mm)
Kyanite is a powerful amplifier of high frequency and helps to stimulate psychic abilities and intuition. Its grounding spiritual vibration helps to facilitate dream recall and promotes astral body travelling. Kyanite stimulates the throat chakra and aids with self-expression and speech. It clears ignorance and doubts and opens the pathway to spiritual and psychological truth. It is also an excellent stone for meditation and manifestation.

Pietersite 
A stone of ""Protection and Strength"". Pietersite helps to ground you to the etheric body and dissolves stubborn blockages and clears confusion and is an excellent stone for meditation. Pietersite releases repressed feelings from the past and brings joy and peace into your life.

Labradorite 
Labradorite calms an overactive mind and sparks creativity, bring up new ideas. It is a useful companion and encourages one to embrace change by imparting strength and perseverance.

Dumortierite
Dumortierite is an excellent stone to enhance your intellectual abilities? It also helps increase your will power and level of patience and tolerance, all essential and certainly helpful to have at the workplace",1,78
14,14,2022-02-19 13:28:46,"🧡𝐒𝐔𝐍 𝟐𝟎 𝐅𝐞𝐛 | 𝟕.𝟑𝟎𝐩𝐦 | @jam.stones @lavvalsg  𝐒𝐡𝐨𝐩𝐞𝐞 𝐋𝐢𝐯𝐞 (Click Link On Bio to set a reminder) ✨

🌟SPECIAL DEALS🌟
- Phantom Heart Bracelets and Rings
- Larimar Bracelets 🌊
- Paddle Pop Candy Bracelet Series 🌈
- Fumao | Nine-Tail Fox Bracelets
- New Crystal Rings (Kunzite / Tanzanite / Ombré Series) 

Swipe to view some sneaks 😛",1,82
15,15,2022-02-16 15:04:02,"𝐒𝐞𝐥𝐟 𝐋𝐨𝐯𝐞 𝐒𝐞𝐫𝐢𝐞𝐬💗
𝑩𝒆 𝒚𝒐𝒖𝒓 𝒐𝒘𝒏 𝒓𝒆𝒂𝒔𝒐𝒏 𝒕𝒐 𝒔𝒎𝒊𝒍𝒆

These 4 bracelets are a representation of self-love. 
A reminder to always put your physical, mental and emotional well-being first.💗

𝐇𝐞𝐫𝐚 : 𝐇𝐞𝐚𝐥𝐢𝐧𝐠 
𝐈𝐫𝐢𝐞 : 𝐂𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞
𝐀𝐥𝐢𝐜𝐞 : 𝐋𝐨𝐯𝐞
𝐀𝐲𝐥𝐢𝐧 : 𝐇𝐚𝐩𝐩𝐢𝐧𝐞𝐬𝐬

Click link on bio to view 🌟",6,123
16,16,2022-02-14 07:20:04,"𝐃.𝐀.𝐈.𝐒.𝐘 𝐒𝐩𝐢𝐧𝐧𝐢𝐧𝐠 𝐑𝐢𝐧𝐠𝐬!!!! 🌸✨
New Crystal Rings uploaded on site 😍
💓mostly last pieces!
Prices from $30",0,44
17,17,2022-02-11 07:59:09,"💗𝐑𝐞𝐜𝐚𝐩 𝐈𝐆 𝐋𝐈𝐕𝐄 𝐭𝐨𝐧𝐢𝐠𝐡𝐭 𝟗𝐩𝐦💗 
*Tap “Remind Me” to set a reminder for tonight 🌌
🌟BONUS🌟 Receive a free jewellery box with a min of x3 Rings/Earrings from our live sales 🥰

Receive lots of dms for a recap request💕",0,26
18,18,2022-02-04 09:55:01,"Crystal bracelet workshop slots open!!!
🔥𝐒𝐭𝐮𝐝𝐢𝐨 𝐌𝐄𝐆𝐀 𝐒𝐚𝐥𝐞 @newagegaia 🔥 𝟒 & 𝟓 𝐅𝐞𝐛 (𝐅𝐫𝐢 - 𝐒𝐚𝐭) |𝟏𝟐-𝟖𝐩𝐦 @ 𝐒𝐢𝐧𝐠𝐚𝐩𝐨𝐫𝐞 𝐒𝐡𝐨𝐩𝐩𝐢𝐧𝐠 𝐂𝐞𝐧𝐭𝐞𝐫 #𝟎𝟐-𝟎𝟖

🤯*𝟑𝟎𝟎+ 𝐂𝐫𝐲𝐬𝐭𝐚𝐥 𝐁𝐫𝐚𝐜𝐞𝐥𝐞𝐭𝐬 𝐭𝐨 𝐜𝐡𝐨𝐨𝐬𝐞 𝐟𝐫𝐨𝐦
-FUMAO & NINE TAIL Crystal Bracelets
- Crystal Bag Charms
- Crystal Rings
- Selenite Figurines Melody, Wealth Cat, Nian and many more!
- Crystal Chips and Zodiac Baggies",3,135
19,19,2022-01-22 04:15:43,"IMPERIAL * FULL JADE (Grade A)
$148.88 (u.p $188.88)

Owning a piece of jade symbolizes nobility, wealth, and status. Since ancient times, it is believed to invite prosperity and nobleman into your life. In healing, Jade balances the body’s fluid which is essential in maintaining good health of the body. It heals the major organs like the kidneys, liver, heart, spleen and lungs. Hence, it is prized as a miracle healer in ancient times.

JADE (GRADE A)

Jade is a symbol of purity. It helps to release negative thoughts and protects it’s wearer from harm. It is believed to bring good luck and opportunities when you wear jade.",5,124
20,20,2022-01-21 03:17:22,"Sneaks for our upcoming FINAL CNY pt 3.0 Live Sales on Shopee
𝟐𝟑 𝐉𝐚𝐧 | 𝐒𝐮𝐧𝐝𝐚𝐲, 𝟕.𝟑𝟎𝐩𝐦 ✨

This will probably be the largest FUMAO | NINE TAIL FOX | FUMAO IN AN INGOT Launch ✨ Super excited for it 😍 Spicing up this launch with premium crystals like Tourmaline, Gold Rutilated Quartz and Jade 💰🧧✨🍊",5,142
21,21,2022-01-18 14:24:31,"𝐒𝐔𝐏𝐄𝐑 𝐇𝐔𝐀𝐓 𝐉𝐀𝐃𝐄 𝐒𝐄𝐑𝐈𝐄𝐒 * 𝐂𝐍𝐘 𝐋𝐀𝐔𝐍𝐂𝐇 𝟐.𝟎* 🧧🐯✨🍊💰
Spicing up this week launch with Burma Jade (Grade A)! It took me some time to match the unique vibrant colours of Jade with Crystals! After many remakes, I tried to go for a rainbow series and I am glad it turned out well!!! 𝐅𝐨𝐫 𝐭𝐡𝐞 𝐉𝐚𝐝𝐞 𝐬𝐞𝐫𝐢𝐞𝐬 𝐈 𝐡𝐚𝐯𝐞 𝐝𝐞𝐬𝐢𝐠𝐧𝐞𝐝 𝟒 𝐛𝐫𝐚𝐜𝐞𝐥𝐞𝐭𝐬 𝐛𝐚𝐬𝐞𝐝 𝐨𝐧 𝐭𝐡𝐞 𝐚𝐭𝐭𝐫𝐢𝐛𝐮𝐭𝐞𝐬 𝐨𝐟 𝐅𝐨𝐫𝐭𝐮𝐧𝐞 | 𝐋𝐨𝐯𝐞/𝐍𝐨𝐛𝐥𝐞𝐦𝐚𝐧 | 𝐂𝐚𝐥𝐦𝐧𝐞𝐬𝐬 | 𝐉𝐮𝐛𝐢𝐥𝐚𝐧𝐭. 🧡💗💙💚

𝐖𝐡𝐞𝐧 𝐩𝐚𝐢𝐫𝐞𝐝 𝐭𝐨𝐠𝐞𝐭𝐡𝐞𝐫 𝐰𝐢𝐭𝐡 𝐉𝐚𝐝𝐞. 𝐓𝐡𝐞𝐬𝐞 𝐛𝐫𝐚𝐜𝐞𝐥𝐞𝐭𝐬 𝐰𝐢𝐥𝐥 𝐡𝐞𝐥𝐩𝐬 𝐭𝐨 𝐫𝐞𝐥𝐞𝐚𝐬𝐞 𝐧𝐞𝐠𝐚𝐭𝐢𝐯𝐞 𝐭𝐡𝐨𝐮𝐠𝐡𝐭𝐬 𝐚𝐧𝐝 𝐩𝐫𝐨𝐭𝐞𝐜𝐭𝐬 𝐢𝐭’𝐬 𝐰𝐞𝐚𝐫𝐞𝐫 𝐟𝐫𝐨𝐦 𝐡𝐚𝐫𝐦. 𝐈𝐭 𝐢𝐬 𝐛𝐞𝐥𝐢𝐞𝐯𝐞𝐝 𝐭𝐨 𝐛𝐫𝐢𝐧𝐠 𝐠𝐨𝐨𝐝 𝐥𝐮𝐜𝐤 𝐚𝐧𝐝 𝐨𝐩𝐩𝐨𝐫𝐭𝐮𝐧𝐢𝐭𝐢𝐞𝐬 𝐰𝐡𝐞𝐧 𝐲𝐨𝐮 𝐰𝐞𝐚𝐫 𝐣𝐚𝐝𝐞.

Click Link in Bio to view more 💗",18,159
22,22,2022-01-14 11:11:33,"𝐖𝐞𝐚𝐥𝐭𝐡 𝐂𝐚𝐧𝐝𝐲 𝐂𝐍𝐘 𝐙𝐨𝐝𝐢𝐚𝐜 𝐁𝐫𝐚𝐜𝐞𝐥𝐞𝐭 (𝐓𝐢𝐠𝐞𝐫, 𝐇𝐨𝐫𝐬𝐞 𝐚𝐧𝐝 𝐃𝐨𝐠) 🐶🐯🐴
$78.88 - 14mm
$88.88 - 15mm

In 2022, the 𝐓𝐢𝐠𝐞𝐫, 𝐇𝐨𝐫𝐬𝐞 𝐚𝐧𝐝 𝐃𝐨𝐠 will experience good opportunities in their career and wealth luck. Pounce into the Tiger Year with the Golden Rutile, Clear Quartz, Peach Moonstone and Rose Quartz to invite harmony, wealth and prosperity into your life.

𝐆𝐨𝐥𝐝 𝐑𝐮𝐭𝐢𝐥𝐚𝐭𝐞𝐝 𝐐𝐮𝐚𝐫𝐭𝐳(𝐂𝐞𝐧𝐭𝐞𝐫𝐩𝐢𝐞𝐜𝐞) - 𝐃𝐢𝐬𝐩𝐥𝐚𝐲 𝟏𝟓𝐦𝐦
A stone of Wealth and Career. An effective integrator of energy. It aids in astral travelling, scrying and channeling. It filters negative energies around you and protects you against psychic attacks. Gold Rutilated Quartz removes fears, anxiety, self- constrictions and helps facilitate transition and provides solution to current problems. Emotionally, Gold Rutilated Quartz soothes dark moods and acts as an anti-depressant.

𝐋𝐚𝐯𝐞𝐧𝐝𝐞𝐫 𝐑𝐨𝐬𝐞 𝐐𝐮𝐚𝐫𝐭𝐳 (𝐌𝐚𝐝𝐚𝐠𝐚𝐬𝐜𝐚𝐫) - 𝐏𝐫𝐞𝐦𝐢𝐮𝐦
A stone of unconditional love. Rose Quartz crystal invokes kindness, empathy and love. It calms the heart and gives you a peace of mind. A powerful crystal to attract love into your life.

𝐒𝐮𝐧𝐬𝐭𝐨𝐧𝐞
A light-inspiring stone. It has a profound connection with the regenerative powers of the sun. It clears all the chakras and brings good fortune to its owners. Sunstone is an excellent anti-depressant and helps to lift dark moods. It reverses feelings of failure and increases self-worth and confidence.

𝐒𝐚𝐤𝐮𝐫𝐚 𝐀𝐠𝐚𝐭𝐞
Blossom to your highest self with Sakura Agate. This gorgeous stone, with pale pink flowers, protects us from self-doubt and increases our confidence, spurring us to reach our highest potential. Like a field of pretty flowers, it brings us much calm, joy and peace.

𝐅𝐫𝐞𝐬𝐡𝐰𝐚𝐭𝐞𝐫 𝐏𝐞𝐚𝐫𝐥𝐬
Symbolize Purity, Transformation, Honesty, Wisdom and Integrity. It is known to be calming and helps one manage the temper, useful in strengthening relationships.

𝐂𝐥𝐞𝐚𝐫 𝐐𝐮𝐚𝐫𝐭𝐳
A stone of healing. It absorbs, stores, releases, and regulates energy. It strengthens the immune system.",3,61
23,23,2022-01-13 11:09:03,"𝐅𝐚𝐬𝐭𝐞𝐬𝐭 𝐅𝐢𝐧𝐠𝐞𝐫𝐬 𝐅𝐢𝐫𝐬𝐭!!!! ✨🙆🏻‍♀️
New Crystal Rings uploaded on site 😍
💓mostly last pieces!
Prices from $30
🔥𝐏𝐫𝐨𝐦𝐨 : $𝟖 𝐨𝐟𝐟 $𝟖𝟖",1,93
