,index,date,caption,comments,likes
21,21,2021-04-05 13:02:11,"Dragon Blood Sage Smudge Stick (9”) - White Sage coated with Dragon’s Blood resin, a dark red natural plant resin. When burnt, the Dragon’s Blood resin adds a touch of exotic woody, floral tone to the familiar scent of White Sage. The fragrance produced is effective in masking unwanted odours in your homes.  Dragon’s Blood resin is often used for mediations, relaxation, and rituals to cleanse and protect spaces. Many prefer to use this smudge stick simply for the unusual, cooler look!

Feel free to visit our showroom at Sunshine Plaza, Singapore, to learn more about the method of smudging!

#crystals #gemstones #mineral #sage",0,68
22,22,2021-04-05 12:59:10,"Sold out: White Sage Smudge Stick (6”) - In our humble effort to ensure the sustainability of the wild Sage population and also to respect Mother Nature, we have decided to make the switch to organically grown White Sage. They are free of toxic heavy metals that would otherwise irritate our throats and respiratory tract. When burnt as incense, which is a process known as smudging, the sage produces a strong aroma with an earthy flavour. It is often used as a ritual tool to cleanse a space, relieve anxiety, and enhance intuition due to the presence of a mildly psychoactive ingredient. Also, the smoke produced is known to have antimicrobial & antibacterial properties and could repel insects.

Feel free to visit our showroom at Sunshine Plaza, Singapore, to learn more about the method of smudging!

Wholesale and retail purchases are both welcome. 

#crystals #gemstones #mineral #sage",0,38
23,23,2021-04-05 12:56:14,"Blue Sage Smudge Stick (4”) - Originated from North America and much respected by the native Americans, the Blue Sage is often used as a smudging tool for healing and cleansing. It is regarded as a traditional remedy to reduce stress, boost cognition, and alleviate certain mood disorders. When burnt as incense, a light herbaceous and floral fragrance is produced. For those who find the aroma of White Sage overpowering, you may like to try Blue Sage instead. Both the leaves and flowers of the Blue Sage plants are tied together in a small bundle for convenient use.

Feel free to visit our showroom at Sunshine Plaza, Singapore, to learn more about the method of smudging!

Wholesale and retail purchases are both welcome.

#crystals #gemstones #mineral #sage",0,37
24,24,2021-02-08 08:13:28,"Mother Nature repairs rupture and fills all voids. Where there is destruction, there is reformation. This is no less represented in this miniature Canadian White-tip Auralite specimen. Crowned with a cluster of white phantom formations that are capped with clear smoky tinged quartz points, this crystal is further 'glaced' with micro reservoirs of sparkly druse; the result of natural self-healing.

#crystals #gemstones #mineral #auralite #amethyst",0,33
25,25,2021-02-06 05:41:06,"The White-tip Auralite is one of, if not the rarest, variety in the Canadian Auralite Amethyst family. With just enough subtle hints of purple to pass off as amethyst, it is interlayered with translucent quartz body and multiple white phantoms leading up to a macro-crystalized point. Capped with translucent quartz head that is dusted with speckles of hematite and a 'pinch' of goethite needles, its pristine aesthetics definitely testifies to the statement, 'less is more!'

#crystals #gemstones #mineral #auralite #amethyst",1,56
26,26,2021-02-05 13:52:11,"An arrowhead, a dynamic multi-terminated pyramid, and an exceptional masterpiece sculpted by Mother Earth. A uniquely stylish yin yang effect carried out by the definitive layers of white phantoms strategically formed beneath the Canadian Auralite Amethyst's black quartz head. When light hits the surface, an unbelievable plane of rainbow that spans throughout its main facet unravels.

#crystals #gemstones #mineral #amethyst #auralite",0,70
27,27,2020-09-05 11:45:43,"Fresh arrival: Premium Palo Santo incense sticks and loose white sage leaves.

Our Peruvian Palo Santo are harvested in an environmentally sustainable and ethical manner. The wood are obtained from trees that die naturally; not a single tree is felled deliberately for the purpose of incense production. Our aromatic wood have high oil content that give the sticks a deep yellowish tint, a gentle wet gloss, and a strong fragrance with woody note and distinct touch of citrus. The oily component also allows the sticks to catch fire easily for burning.

Our fresh batch of loose sage leaves are sustainably harvested from the wild in California and are free of toxic heavy metals that would otherwise irritate our throat and respiratory tract. When burnt as incense, which is a process known as smudging, the sage produces a strong aroma with an earthy flavour. It is often used as a ritual tool to cleanse a space and enhance intuition due to the presence of a mildly psychoactive ingredient. Also, the smoke produced is known to have antimicrobial properties and could repel insects.

#crystals #gemstones #mineral #palosanto #sage",4,126
28,28,2020-09-02 14:14:46,"Extra premium Palo Santo incense sticks from Peru. Can you smell the sweet, complex fragrance from the picture?

Our Palo Santo are harvested in an environmentally sustainable and ethical manner. The wood are obtained from trees that lived its entire lifespan and died naturally. The resin are produced in abundance only when the dead trees are left in the wild for natural processes to occur. Our aromatic wood have high resin content that give the sticks a deep golden-yellow tint, a gentle wet gloss, and a strong fragrance with woody note and distinct touch of citrus. The oily component also allows the sticks to catch fire easily for burning. The quality is undeniable!

A single pack of Palo Santo for sale contains approximate 11-13sticks (> 80g), as shown in the second image. $20 a pack.

#crystals #gemstones #mineral #palosanto",14,129
29,29,2020-09-02 12:56:27,"Californian White Sage leaves. Have you seen how gracefully the smoke dances?

Our fresh batch of loose sage leaves are organically grown and are free of toxic heavy metals that would otherwise irritate our throat and respiratory tract. When burnt as incense, which is a process known as smudging, the sage produces a strong aroma with an earthy flavour. It is often used as a ritual tool to cleanse a space and enhance intuition due to the presence of a mildly psychoactive ingredient. Also, the smoke produced is known to have antimicrobial properties and could repel insects.

Our freshly harvested sage is really that awesome. You are welcomed to ask for a free sample! Sample is available for walk-ins only. 

#crystals #gemstones #minerals #sage #crystalwholesale",3,74
30,30,2020-08-17 10:26:53,"Peach Selenite Freeform Lamp.
Height: 20-30cm 
Breadth: Over 10cm
Thickness: Over 10cm
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp. 

Warm light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form and dimension are expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please pm us for wholesale enquiries. MOQ: 10 pieces.

#crystals #gemstones #mineral #selenite

For more selenite products, please visit @selenite_singapore",0,18
31,31,2020-08-17 10:25:35,"White Selenite Tower Lamp.
Height: 30cm 
Breadth: 10cm
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp. 

White light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form and dimensions are expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please pm us for wholesale enquiries. MOQ: 15 pieces.

#crystalwholesale #crystals #gemstones #mineral #crystalwholesale

@selenite_singapore",2,26
32,32,2020-08-17 10:22:29,"White Selenite Tower Lamp.
Height: 20cm 
Breadth: 9cm
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp. 

White light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form and dimensions are expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please pm us for wholesale enquiries. MOQ: 15 pieces.

#crystals #gemstones #mineral #selenite #crystalwholesale",0,21
33,33,2020-08-17 06:50:34,"White Selenite Iceberg Lamp.
Height: 15cm (approx) 
Breadth: 9cm (approx) 
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp.

As each Selenite lamp is carved by hands, irregularity in form and dimension is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchases, you may visit our physical shop at Sunshine Plaza, Singapore. Please DM us for wholesale enquiries. MOQ: 15 pieces

#crystals #gemstones #mineral #selenite #crystalwholesale",2,17
34,34,2020-08-17 06:49:22,"White Selenite Lipstick Lamp.
Height: 20cm (approx) 
Breadth: 8cm (approx) 
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp.

Most of our selenite lipstick lamps have a pleasant tint of yellow, due to the presence of iron oxide. Warm light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

To purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please pm us for wholesale enquiries. MOQ: 20 pieces.

#crystals #gemstones #mineral #selenite #crystalwholesale",0,11
35,35,2020-08-17 06:46:21,"White Selenite Spiral Lamp.
Height: 30cm (approx) 
Breadth: 9cm (approx) 
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp.

As each Selenite lamp is carved by hands, irregularity in form is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchases, you may visit our physical shop at Sunshine Plaza, Singapore. Please DM us for wholesale enquiries. MOQ: 10 pieces

#crystals #gemstones #minerals #selenite #crystalwholesale",1,14
36,36,2020-08-17 06:44:41,"White Selenite Sphere Lamp (Sold out) 
Height: 15cm (approx) 
Breadth: 12.5cm (approx) 
Each lamp comes with a white Selenite base, a set of wire and LED bulb. The bulb and its holder are hidden within the lamp.

White light is recommended. As each Selenite lamp is carved by hands, irregularity in form and form is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchases, you may visit our physical shop at Sunshine Plaza, Singapore. For wholesale purchase enquiries, please DM us. MOQ: 10 pieces

#crystals #gemstones #minerals #selenite #crystalwholesale",4,26
37,37,2020-08-17 06:42:56,"White Selenite Fire Bowl Lamp with Peach Selenite Cubes. 
Height: 20cm (approx) 
Diameter: 20cm (approx) 
Each lamp comes with a set of wire and LED bulb. The bulb and its holder are hidden within the lamp.

Warm light is recommended. As each Selenite lamp is carved by hands, irregularity in form and dimension is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchase, you may visit our physical shop at Sunshine Plaza, Singapore. For wholesale purchase enquiries, please DM us. MOQ: 20 pieces

#crystals #gemstones #minerals #selenite #crystalwholesale",1,16
38,38,2020-08-17 06:41:35,"Peach Selenite Heart-Shaped Lamp.
Height: 19cm (approx) 
Breadth: 17cm (approx)
Thickness: 5cm
Each lamp comes with a white Selenite base, a set of wire and LED bulb. The bulb and its holder are hidden within the lamp.

Warm light is recommended. As each Selenite lamp is carved by hands, irregularity in form and dimension is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

To purchase, you may visit our physical shop at Sunshine Plaza, Singapore. For wholesale enquiries, please PM us. MOQ: 10 pieces

#crystals #gemstones #mineral #selenite #crystalwholesale",0,15
39,39,2020-08-17 06:02:45,"White Selenite Cylinder Lamps.
Left: 30cm tall
Right: 20cm tall
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp.

Most of our selenite cylinder lamps have a pleasant tint of yellow, due to the presence of iron oxide. Warm light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

To purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please pm us for wholesale enquiries.  MOQ: 10/15 pieces respectively.",0,28
40,40,2020-08-17 06:01:49,"White Selenite Cylinder Lamp.
Height: 30cm 
Breadth: 9cm (approx)
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp.

Most of our selenite cylinder lamps have a pleasant tint of yellow, due to the presence of iron oxide. Warm light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please PM us for wholesale enquiries.  MOQ: 10 pieces.",0,15
41,41,2020-08-17 06:00:45,"White Selenite Cylinder Lamp.
Height: 20cm 
Breadth: 8-9cm
Each lamp comes with a set of wire and a LED bulb. The bulb and its holder are hidden within the lamp. 

Most of our selenite cylinder lamps have a pleasant tint of yellow, due to the presence of iron oxide. Warm light is recommended to enhance the feature. As each Selenite lamp is carved by hands, irregularity in form is expected. There may also be natural flaws such as mineral inclusions and surface irregularities.

For individual purchase, you may visit our physical shop at Sunshine Plaza, Singapore. Please pm us for wholesale enquiries. MOQ: 15 pieces",0,22
42,42,2020-06-20 12:33:11,"Scarlet, specks, and bloom.

Wholesale and retail purchases of the Moroccan Hematite on Quartz clusters are both welcomed.

#crystals #gemstones #mineral #wholesale",0,42
43,43,2020-06-17 10:29:45,"A slice of two wonders. Featuring a double-sided Moroccan hematite-on-quartz cluster. On one face of the formation is a group of relatively bigger complete terminations with distinct 'arkashic lines' and a coating of vermilion hematite. On the opposite side is a roughened surface composed of tiny crystal points enameled with pecan brown iron oxide. Also, the random orientation of crystal points bring the formation to life, like a bed of dancing flames.

Wholesale and retail purchases of these fiery specimens are available.

#crystals #gemstones #minerals #wholesale",2,37
44,44,2020-06-16 09:13:31,"A harvest of fiery nature from Morocco. Featuring a quartz cluster with a natural coating of red hematite. The intense coloration is found to be layered on the surface and not included within the crystal structure, which means that the formation was originally a clear quartz cluster, and the iron oxide was introduced onto the matrix only after a long time.

Wholesale and retail purchases of the Moroccan Hematite on Quartz are both welcomed.

#crystals #gemstones #mineral #wholesale",0,1674
45,45,2020-06-13 00:10:16,"Another charming Clear Quartz natural point, polished. As it sits in the shade of the Amethyst geode, it embraces the little light there is in the surrounding and emits its own natural brilliance that further illuminates the space. Notice the dash of yellow limonite included in the tip of the point! 
#crystals #gemstones #mineral #wholesale",0,34
46,46,2020-06-11 09:16:49,"Featuring a Brazilian Clear Quartz polished point with high clarity and natural brilliance. It has an assertive presence, yet it embraces the colours of its surrounding. The irregular planes within the crystal scatter the light beyond the confines of the form, evoking a sense of dynamic energy.

This clear quartz point is harvested from a quartz cluster and polished to reveal the clarity. It is not a cut specimen from a rock mass.

Wholesale and retail purchases are both welcomed!

#crystals #gemstones #mineral #wholesale",3,56
47,47,2020-06-10 07:18:22,"Sharp and precise. Featuring a Brazilian Clear Quartz polished point with high clarity and natural brilliance. It has an assertive presence, yet it embraces the colours of its surrounding. Note the splash of colours residing within the peak of the pointer!

This clear quartz point is harvested from a quartz cluster and polished to reveal the clarity. It is not a cut specimen from a rock mass.

Wholesale and retail purchases are both welcomed!

#crystals #gemstones #mineral #wholesale",0,70
48,48,2020-05-31 06:21:57,"According to the latest update, TAMZA showroom will be able to re-open and welcome visitors under Phase 2 of Circuit Breaker. It could be as soon as two weeks from today. Meanwhile, online enquiry and purchases are welcomed. TAMZA wishes all our customers and followers great health and the strength to embrace the difficult time. Love to all. 
#crystals #gemstones #mineral #wholesale",15,133
49,49,2020-05-31 05:50:04,"Excerpt from article, as translated by Miyabi K, @aurora.lune.k :
<< When we spoke with Kheyton of ""TAMZA House of Crystal & Lifestyle"" we got to know that the crystal/power stone market in Singapore have been continuously expanding after the period of rapid growth it witnessed in the 80s to 90s.
Kheyton takes on the role of a “doctor of heart matters” and listens to customers who consult him about work, romance and financial concerns. It is said when it comes to selecting crystals, it is important to “understand/recognize the state of one’s spirit/mind/heart(氣・ki)*”. For example, there are cases where customers were looking for crystals to help them sleep better or to relieve stress, but the issues were actually caused by interpersonal relationships at work. Due to the hectic daily lifestyle and stresses, many people surprisingly do not realize the true cause of what is bothering them. Crystals work differently according to their placement, but it seems like they can nudge one to face their own 氣(ki) state. “Many customers are from the younger generation like myself who tend to be religion-free and are interested in improving their own spirituality.” It's also interesting that ""people who first come to the store to improve their fortune end up looking for crystals that are beneficial to their happiness, rather than for money”.
For Kheyton’s grandparent’s generation, it was more common to live according to the religious code of conduct of “not missing daily prayers”. On the other hand, modern youths such as Kheyton, tend to distance themselves from being tied down to religious beliefs and their code of conduct. Despite the different ways of the old and new generations in their practices to better one’s 氣(ki), it seems that these practices are indispensable for the people of Singapore to reach their happiness and maintain a healthy mind and body. >>
*氣(ki) – Japanese for spirit, mind, heart as well as energies.",2,45
50,50,2020-05-31 03:10:59,"Thank you Channel News Asia Lifestyle and Mayo Martin (Journalist) for the interview and our feature earlier last year to highlight the trend in crystal collection among the millenials. It is especially relevant today as what was thought to be a craze continue to intrigue many. There is now a sharp increase in both online crystal vendors and young consumers. To understand more about the trend and crystal collection itself, feel free to visit us in our showroom* at Sunshine Plaza, Singapore, and chat with us!

Full article >> 🔗 link in bio.
(*Showroom will officially re-open under Phase 2 of Circuit Breaker. Exact date to be confirmed.)
#crystals #gemstones #mineral #wholesale #millenials #lifestyle",1,72
51,51,2020-05-13 07:06:03,"Yin Yang dualism. Unlike its cousin found in the Himalayas, the Brazilian variety is relatively more uncommon and the black carbon inclusion is layered just beneath the surface of the quartz. The layers are clean and precise.

#crystals #gemstones #mineral #wholesale",0,25
52,52,2020-05-13 05:24:22,"Beyond the simple facade of the Black Phantom Quartz is a realm of fascination. The distinct layers are the ""phantoms"", which were formed by generations of crystal that had neatly grown over the pre-existing ones. Black carbon trapped between the layers enhances the unique feature that appears almost like a precise pencil drawing. It is nature's work of art. The phantoms can be observed by the naked eye without the use of a magnifier. 
Feel free to visit our showroom @ Sunshine Plaza to learn more! Wholesale and walk-in purchases are both welcomed.

#crystals #gemstones #mineral #wholesale",0,21
53,53,2020-05-12 08:38:16,"Shadows from within: The Black Phantom Quartz,  an uncommon quartz variety from Brazil. What exactly lies within this unassuming, yet mysterious specimen? 
Look forward to the next post to find out~

#crystals #gemstones #mineral #wholesale",0,38
54,54,2020-04-09 07:17:20,"A up-close view of an agate slice. Let's take a minute to appreciate the strokes and swirls made by the forces of Mother Nature, the artist.

#crystals #gemstones #mineral #wholesale",0,18
55,55,2020-04-09 07:15:30,"A up-close view of an agate slice. Let's take a minute to appreciate the strokes and swirls made by the forces of Mother Nature, the artist.

#crystals #gemstones #mineral #wholesale",0,20
56,56,2020-04-09 07:12:29,"A up-close view of an agate slice. Let's take a minute to appreciate the strokes and swirls made by Mother Nature, the artist.
#crystals #gemstones #mineral #wholesale",0,25
57,57,2020-04-05 11:51:56,"Agate slice with bold outline and a quartz centre. Also a play of translucency; an exhibit of light and shadow. Observe closely its inner glow as the warmth of the sunlight penetrates through the slice.

An agate slice is a cross-section of a nodule-like rock that was formed in a volcanic region millions of years ago. The intricate patterns are created by the disposition of agate, chalcedony and quartz. Every specimen is unique; each visual tells a story, specifically a narrative of how they came about and immortalised.

To find out more about the agates, feel free to visit our showroom at Sunshine Plaza, Singapore. (closed from 6 Apr- 4 May).

#crystals #gemstone #mineral #wholesale",0,53
